year,month,price,Luxury,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,basement,yr_built,yr_renovated,lat,long
2014,10,600000,1,3,2.5,1350,41022,1.0,0,0,C,1350,0,1997,0,47.7369,-122.049
2014,10,712000,1,4,2.5,2450,11960,1.0,0,0,B,2450,0,1979,0,47.6351,-122.06
2014,6,568500,1,3,3.0,2180,7519,1.0,-1,0,C,1310,1,1981,0,47.6959,-122.125
2014,7,300000,0,3,3.0,2090,9620,1.0,0,0,B,1340,1,1987,0,47.2741,-122.337
2014,6,652500,1,4,2.5,2700,9122,2.0,0,0,B,2700,0,1990,0,47.5771,-121.994
2014,9,650000,1,4,2.5,2160,3139,1.0,0,0,B,1080,1,1940,0,47.6662,-122.338
2014,7,588000,1,5,3.0,2190,4900,2.0,0,0,A,1490,1,1940,0,47.6892,-122.386
2014,9,517000,1,3,2.5,1640,4635,1.5,0,0,B,1540,1,1930,0,47.6793,-122.319
2014,12,215000,0,3,1.0,1130,9907,1.0,0,0,B,1130,0,1954,0,47.4362,-122.286
2014,7,470000,0,3,3.5,1740,1693,2.0,0,0,B,1360,1,2007,0,47.558,-122.382
2014,12,575950,1,3,2.5,1640,12000,1.0,0,0,B,1180,1,1967,0,47.6252,-122.104
2014,11,425000,0,4,2.0,1980,8400,1.0,0,0,B,1330,1,1968,0,47.6721,-122.152
2014,7,300000,0,5,1.0,1940,8875,1.0,0,0,B,1940,0,1957,0,47.4407,-122.275
2014,10,680000,1,4,2.5,2520,5000,2.0,0,0,B,2520,0,2004,0,47.5524,-121.992
2014,5,455000,0,3,2.5,1870,7344,1.0,0,0,B,1470,1,1980,0,47.7265,-122.206
2014,6,665000,1,4,2.5,2720,10000,2.0,0,0,B,2720,0,1987,0,47.6293,-122.051
2014,6,493000,0,4,2.0,2030,18295,1.5,0,0,C,2030,0,1975,0,47.7326,-122.179
2014,6,941000,1,4,2.0,2320,3825,1.5,0,0,A,1820,1,1926,0,47.6659,-122.327
2014,7,425000,0,3,2.0,1380,8182,1.0,0,0,A,1380,0,1942,0,47.7513,-122.349
2014,8,661000,1,2,1.0,1260,5800,1.0,0,0,C,1260,0,1939,0,47.6501,-122.409
2014,9,504500,1,3,2.5,1820,1545,2.0,0,1,B,1640,1,1998,0,47.6523,-122.346
2014,11,240000,0,3,2.0,1380,7500,1.0,0,0,B,1380,0,1988,0,47.3628,-122.045
2014,8,416000,0,4,2.0,1980,7840,1.0,0,0,C,990,1,1961,0,47.6226,-122.115
2014,11,707500,1,4,3.5,1550,6596,1.5,0,0,A,1550,0,1907,0,47.6711,-122.398
2014,10,240000,0,3,2.0,1240,10956,1.0,0,0,B,1240,0,1987,0,47.3705,-122.15
2014,5,509900,1,3,2.5,1790,2700,2.0,0,0,B,1790,0,2010,0,47.564,-122.093
2014,11,215000,0,3,1.0,1840,10178,1.0,0,0,B,1040,1,1960,0,47.3979,-122.317
2014,11,215000,0,3,1.5,1370,7500,1.0,0,0,B,1080,1,1958,0,47.4167,-122.322
2014,5,462000,0,3,2.0,1300,2580,1.0,0,0,A,850,1,1919,0,47.674,-122.319
2014,7,258000,0,3,2.0,1680,19978,1.0,0,0,B,880,1,1948,0,47.3924,-122.308
2014,10,330000,0,2,1.0,1160,32251,1.0,0,0,B,850,1,1963,2000,47.3537,-121.939
2014,5,215000,0,3,1.0,1100,17334,1.0,-1,0,B,1100,0,1978,0,47.3003,-122.27
2014,6,445000,0,3,1.0,1890,32340,1.5,0,1,B,1890,0,1976,0,47.4137,-122.439
2014,5,440000,0,3,1.5,1270,1443,2.0,0,0,B,1270,0,2007,0,47.699,-122.317
2014,7,239950,0,4,1.0,1460,6000,1.0,0,0,C,850,1,1941,0,47.4952,-122.224
2014,7,425000,0,3,1.5,1300,19163,1.0,0,0,B,1300,0,1964,0,47.6686,-122.153
2014,6,590000,1,4,2.5,3220,7875,1.5,-1,0,C,3220,0,1966,0,47.626,-122.12
2014,8,395000,0,2,1.0,960,6700,1.0,0,0,B,960,0,1951,0,47.6955,-122.357
2014,7,285000,0,3,2.0,1930,7200,1.5,0,0,B,1930,0,1929,0,47.5263,-121.809
2014,6,661000,1,4,2.5,1990,4600,1.5,0,1,C,1420,1,1932,0,47.5638,-122.38
2014,11,549000,1,5,1.0,1500,3978,2.0,0,0,B,1500,0,1929,0,47.6811,-122.383
2014,8,449950,0,4,3.0,2800,6977,2.0,0,0,B,2800,0,2003,0,47.3542,-122.014
2014,12,325000,0,3,2.5,2550,4240,2.0,0,0,B,2550,0,2006,0,47.3986,-122.169
2014,10,513000,1,4,2.0,2090,4000,1.0,0,0,B,1480,1,1951,0,47.6751,-122.379
2014,9,255000,0,5,3.5,2800,9900,1.0,0,0,B,2800,0,1964,0,47.319,-122.344
2014,5,215000,0,3,1.0,1340,15600,1.0,0,0,C,1340,0,1978,0,47.3224,-122.143
2014,6,483453,0,4,3.0,2790,5527,2.0,0,0,B,2790,0,2014,0,47.4827,-121.773
2014,9,582000,1,4,3.0,1670,1189,2.0,0,0,B,1427,1,2000,0,47.6182,-122.302
2014,10,1150000,1,4,3.5,3740,10259,2.0,0,0,B,3150,1,2000,0,47.6332,-122.066
2014,10,510000,1,4,3.5,3530,10935,2.0,0,0,B,3360,0,1992,0,47.3016,-122.342
2014,6,284000,0,3,2.5,1880,6008,2.0,0,0,B,1880,0,2009,0,47.3366,-122.052
2014,8,414000,0,4,2.5,3490,9030,1.5,0,0,C,3360,0,1969,0,47.3198,-122.386
2014,10,1200000,1,3,3.5,3220,3960,2.0,0,1,B,2760,1,1991,0,47.5909,-122.384
2014,10,340500,0,3,2.5,3070,5871,2.0,0,0,C,2510,1,1928,0,47.5007,-122.223
2014,9,549995,1,4,3.5,2660,5690,2.0,0,0,B,1920,1,2014,0,47.4775,-122.122
2014,9,1020000,1,5,3.5,3740,17841,2.0,0,1,B,3160,1,1990,0,47.5618,-122.037
2014,12,538200,1,4,3.0,1780,7260,1.0,0,0,C,1780,0,1964,0,47.627,-122.114
2014,8,677500,1,3,1.0,2020,9718,1.0,0,0,B,2020,0,1956,0,47.574,-122.21
2014,11,462000,0,3,3.0,1890,2614,2.0,0,0,C,1890,0,1979,0,47.6102,-122.114
2014,10,690000,1,3,3.0,2480,3240,1.5,0,0,B,1890,1,1929,0,47.6399,-122.311
2014,5,244000,0,4,1.0,1450,8960,1.0,0,0,B,1450,0,1943,0,47.4972,-122.348
2014,11,269950,0,3,2.5,1610,7187,2.0,0,0,B,1610,0,1988,0,47.3764,-122.117
2014,5,585000,1,2,1.0,1770,8640,1.5,0,0,B,1520,1,1949,0,47.6926,-122.363
2014,8,325000,0,2,1.0,1100,17817,1.0,0,0,B,850,1,1980,0,47.7728,-121.9
2014,7,365000,0,2,1.0,940,2550,1.0,0,0,C,850,0,1901,0,47.6767,-122.388
2014,6,370000,0,2,1.0,1220,17172,1.0,0,0,C,1220,0,1947,0,47.6934,-122.163
2014,9,350000,0,5,3.5,3500,8504,2.0,0,0,B,3360,0,1980,0,47.7351,-122.295
2014,7,1200000,1,3,3.0,2680,20104,1.0,0,0,A,1820,1,1964,0,47.6304,-122.234
2014,12,590000,1,3,3.5,1970,5079,2.0,0,0,B,1680,1,2007,0,47.5816,-122.296
2014,7,674600,1,4,2.5,2610,5140,2.0,0,0,B,2610,0,2006,0,47.6951,-122.346
2014,7,457500,0,3,2.5,1500,4445,2.0,0,0,B,1500,0,1996,0,47.5682,-122.005
2014,6,792500,1,4,2.5,3740,41022,2.0,0,0,B,3360,0,2004,0,47.3585,-121.988
2014,6,269000,0,3,2.5,1560,4200,2.0,0,0,B,1560,0,2003,0,47.3838,-122.026
2014,12,523000,1,3,2.0,3000,5413,2.0,0,0,C,1900,1,1963,0,47.6962,-122.312
2014,9,465000,0,4,2.5,3050,32450,1.0,0,0,C,1550,1,1983,0,47.3626,-122.209
2014,8,305000,0,3,2.5,2460,5027,2.0,0,0,B,2460,0,2002,0,47.372,-122.102
2014,8,215000,0,3,1.5,1250,7200,1.0,0,0,C,1250,0,1978,0,47.3678,-122.282
2014,8,400000,0,2,2.0,1250,7680,1.0,0,0,B,1250,0,1922,1968,47.5242,-122.371
2014,5,375000,0,5,2.5,3206,5793,2.0,0,0,B,3206,0,2012,0,47.369,-122.287
2014,11,550000,1,3,2.0,1390,2688,1.5,0,0,A,1390,0,1915,0,47.6783,-122.366
2014,7,400000,0,4,2.5,2230,7200,1.0,0,0,C,1300,1,1963,0,47.7648,-122.33
2014,8,283700,0,2,2.0,1010,10900,1.0,0,0,C,1010,0,1968,0,47.7391,-121.982
2014,12,372000,0,4,1.5,1780,7914,1.5,0,0,C,1780,0,1962,0,47.5142,-122.163
2014,9,549995,1,4,3.5,2970,6587,2.0,0,0,B,2260,1,2014,0,47.4776,-122.122
2014,8,265000,0,3,2.5,1640,7668,2.0,0,0,B,1640,0,1991,0,47.3505,-122.027
2014,9,550000,1,3,2.5,2160,15360,1.0,-1,0,B,1410,1,1965,2000,47.6232,-122.138
2014,6,450000,0,4,2.0,2160,4333,1.0,0,0,C,1260,1,1942,0,47.6893,-122.388
2014,7,401000,0,3,2.0,1240,11172,1.0,0,0,B,1000,1,1984,0,47.6364,-122.037
2014,11,310000,0,3,2.0,1140,8263,1.0,0,0,A,1140,0,1950,0,47.7407,-122.327
2014,7,1200000,1,4,3.0,3740,18200,2.0,1,1,B,3360,1,1992,0,47.5316,-122.263
2014,5,940000,1,4,2.5,1890,5940,1.0,0,1,B,1470,1,1963,0,47.6316,-122.303
2014,9,294900,0,3,2.5,1860,5025,2.0,0,0,B,1860,0,2010,0,47.3557,-122.059
2014,11,294000,0,3,2.0,1420,1361,2.0,0,0,B,960,1,2014,0,47.5684,-122.314
2014,9,272750,0,4,1.5,1800,8786,1.0,0,0,B,1330,1,1966,0,47.4982,-122.345
2014,12,1200000,1,3,3.5,3490,4000,2.0,0,0,B,2570,1,2009,0,47.6385,-122.281
2014,11,528000,1,2,1.0,1260,5100,1.5,0,0,C,1120,1,1925,0,47.6805,-122.384
2014,7,600000,1,3,2.5,2320,7609,2.0,0,0,B,2320,0,2003,0,47.5391,-122.069
2014,11,490000,0,3,2.0,1660,8208,1.0,0,0,C,1660,0,1965,0,47.5919,-122.154
2014,11,392000,0,4,2.5,2300,41022,2.0,0,0,B,2300,0,1988,0,47.3412,-122.108
2014,5,326000,0,3,3.0,1720,28000,1.0,0,0,C,1720,0,1958,0,47.4375,-122.176
2014,7,667000,1,5,2.0,1900,5470,1.0,0,0,B,1180,1,1930,1965,47.6666,-122.303
2014,8,215000,0,2,1.0,940,5200,1.0,0,0,A,850,0,1969,0,47.3627,-122.087
2014,5,377500,0,3,2.5,1410,1377,2.0,0,0,B,1290,1,2005,0,47.5342,-122.067
2014,9,560000,1,3,2.0,2870,41022,1.0,0,0,C,1350,1,1980,0,47.4834,-122.001
2014,9,613200,1,3,3.0,2050,3320,1.5,0,0,C,1580,1,1927,0,47.6719,-122.301
2014,8,426000,0,3,1.0,1130,9147,1.0,0,0,A,1130,0,1952,0,47.7006,-122.197
2014,8,376000,0,5,2.5,2420,11662,1.0,0,1,C,1420,1,1965,0,47.4459,-122.278
2014,8,300000,0,4,2.0,2360,7440,1.0,0,0,B,1180,1,1955,0,47.5044,-122.245
2014,7,675000,1,3,2.5,2550,4954,1.5,0,0,C,1850,1,1924,0,47.5758,-122.287
2014,11,493000,0,3,2.5,1790,11393,1.0,0,0,B,1790,0,1978,0,47.6297,-122.099
2014,12,403500,0,4,3.0,2400,3844,1.0,0,0,A,1200,1,1974,0,47.7027,-122.347
2014,11,215000,0,2,1.0,970,8874,1.0,0,0,B,970,0,1968,0,47.4943,-122.178
2014,9,240000,0,2,2.5,1810,5669,2.0,0,0,B,1810,0,2003,0,47.3493,-122.053
2014,7,550000,1,4,2.0,2150,9000,1.0,0,0,C,1110,1,1966,0,47.6812,-122.113
2014,8,339950,0,5,2.5,2990,7292,2.0,0,0,C,2990,0,1990,0,47.3604,-122.091
2014,8,215000,0,2,1.0,1130,11429,1.0,0,0,B,1130,0,1956,0,47.4526,-122.284
2014,8,580000,1,3,2.5,1480,1026,2.0,0,0,B,1480,0,2014,0,47.6536,-122.354
2014,11,540000,1,5,1.0,3370,4850,2.0,0,0,B,3360,0,2007,0,47.5078,-122.169
2014,6,371000,0,4,2.5,2550,4770,2.0,0,0,B,2550,0,2005,0,47.3526,-122.0
2014,7,263000,0,3,2.0,1790,7485,1.0,0,0,C,1330,1,1979,0,47.3118,-122.34
2014,6,409950,0,2,1.0,1370,5125,1.0,0,0,A,1370,0,1944,0,47.6926,-122.346
2014,8,1200000,1,5,3.5,3740,13990,2.0,0,1,B,3360,1,2001,0,47.5491,-122.137
2014,11,549900,1,3,2.0,1280,960,2.0,0,0,B,1040,1,2014,0,47.602,-122.311
2014,8,530000,1,3,3.5,1510,1125,2.0,0,0,B,1510,0,2006,0,47.6711,-122.39
2014,8,610000,1,3,2.5,3440,18167,2.0,0,0,B,3360,0,1991,0,47.2909,-122.342
2014,11,370000,0,5,3.0,2580,5511,2.0,0,0,B,2580,0,1999,0,47.4286,-122.185
2014,10,340000,0,3,2.5,2690,8577,2.0,0,0,B,2690,0,1987,0,47.3026,-122.351
2014,12,315000,0,3,2.0,1900,7076,1.0,0,0,B,1130,1,1977,0,47.7569,-122.326
2014,12,225000,0,3,1.5,1310,10491,1.0,0,0,C,1310,0,1969,0,47.3682,-122.148
2014,5,235000,0,2,1.0,1270,3008,1.0,0,0,C,850,1,1923,0,47.5351,-122.279
2014,10,621000,1,3,1.0,1340,4000,1.5,0,0,C,1340,0,1927,0,47.6652,-122.288
2014,9,295000,0,2,1.0,940,10465,1.0,0,0,B,850,0,1951,0,47.755,-122.317
2014,9,1200000,1,4,2.5,3450,17400,1.5,0,0,C,2180,1,1964,0,47.5969,-122.206
2014,11,215000,0,2,1.0,940,5700,1.0,0,0,B,850,0,1947,0,47.511,-122.359
2014,12,499950,0,3,2.0,1360,2500,1.0,0,0,B,850,1,1986,0,47.6753,-122.363
2014,10,215000,0,2,1.0,1060,16988,1.0,0,0,B,1060,0,1954,0,47.4305,-122.157
2014,11,275000,0,3,1.0,1320,11090,1.0,0,0,B,1320,0,1955,0,47.7748,-122.304
2014,8,358000,0,3,1.0,1150,4681,1.0,0,0,B,1150,0,1955,0,47.7284,-122.336
2014,6,560000,1,4,2.5,2300,7989,2.0,0,0,B,2300,0,1990,0,47.6273,-122.034
2014,9,475000,0,3,1.5,1790,41022,2.0,0,1,B,1790,0,1987,0,47.2309,-122.009
2014,5,1200000,1,4,3.5,3740,41022,1.0,0,0,B,3360,0,2001,0,47.6587,-122.009
2014,7,737000,1,2,2.5,2290,9772,1.0,0,0,B,2290,0,2007,0,47.7199,-122.025
2014,9,808000,1,4,2.5,2190,4104,2.0,-1,0,A,1410,1,1928,0,47.6419,-122.306
2014,10,219900,0,3,1.0,940,6664,1.0,0,0,B,860,0,1944,0,47.4931,-122.247
2014,10,262500,0,3,1.5,1610,10291,1.0,0,0,C,1610,0,1961,0,47.2025,-121.999
2014,5,307000,0,3,1.0,1370,7500,1.0,0,0,B,1370,0,1960,0,47.6499,-121.915
2014,8,1200000,1,4,2.5,3740,37076,2.0,0,0,C,3360,0,1990,0,47.7139,-122.106
2014,12,312000,0,4,1.0,1190,7620,1.5,0,0,B,1190,0,1926,0,47.5281,-122.348
2014,6,870000,1,4,2.5,3340,12248,2.0,0,1,B,2470,1,1998,0,47.5858,-122.379
2014,5,450000,0,3,2.5,2450,41022,1.0,0,0,C,2450,0,1978,2000,47.3549,-122.111
2014,10,339950,0,3,2.5,2140,7641,1.0,0,0,B,1290,1,1979,0,47.5053,-122.186
2014,5,1200000,1,5,3.5,3740,8076,2.0,0,0,B,3360,1,2007,0,47.699,-122.206
2014,7,404950,0,4,2.5,2340,41022,1.0,0,0,C,2340,0,1982,0,47.2953,-122.083
2014,5,289000,0,3,2.5,2090,4700,2.0,0,0,B,2090,0,2002,0,47.3724,-122.104
2014,7,389500,0,3,2.5,1350,874,2.0,0,0,B,1270,1,2006,0,47.549,-122.387
2014,12,529950,1,3,2.5,1240,1250,2.0,0,0,B,1240,0,2014,0,47.6748,-122.377
2014,7,850000,1,5,2.0,2310,13430,1.5,0,0,C,2310,0,1966,0,47.6395,-122.203
2014,7,487000,0,4,2.5,2540,5001,2.0,0,0,B,2540,0,2005,0,47.5423,-122.302
2014,12,608000,1,3,2.5,1720,5234,2.0,0,0,B,1240,1,2011,0,47.5547,-122.278
2014,6,335000,0,4,2.0,2030,41022,1.0,0,0,C,2030,0,1969,0,47.1647,-121.973
2014,11,349950,0,2,1.0,1230,9300,1.5,0,0,C,1230,0,1918,0,47.7055,-122.348
2014,6,255000,0,2,1.0,1320,9967,1.0,0,0,B,940,1,1919,0,47.5693,-122.296
2014,11,555000,1,5,2.5,2090,8712,1.0,0,0,B,1420,1,1966,0,47.5968,-122.127
2014,12,1200000,1,4,2.5,3180,10319,2.0,0,0,C,3180,0,1986,0,47.5372,-122.232
2014,9,1200000,1,3,3.0,3740,8400,2.0,0,1,B,2790,1,1947,1999,47.5854,-122.292
2014,12,299950,0,3,2.0,1980,11274,1.0,0,0,C,1480,1,1968,0,47.4474,-122.167
2014,7,505000,1,2,1.0,1240,41022,1.0,-1,0,B,1240,0,1962,0,47.597,-122.059
2014,5,439950,0,3,2.5,1770,2875,2.0,0,0,B,1770,0,1990,0,47.5631,-122.397
2014,10,389000,0,4,2.5,2420,9147,2.0,0,0,B,2420,0,1998,0,47.3221,-122.322
2014,7,247200,0,3,1.0,1590,11200,1.0,0,0,C,1590,0,1961,0,47.2894,-122.188
2014,12,499000,0,2,1.0,1450,3090,2.0,0,0,B,1450,0,1919,1987,47.6853,-122.356
2014,6,1100000,1,3,2.5,2200,20000,1.0,0,1,B,1400,1,1952,0,47.5809,-122.191
2014,5,535000,1,3,2.0,2720,41022,1.5,0,0,B,2720,0,1988,0,47.7092,-121.892
2014,9,535000,1,2,2.0,1510,5133,1.5,0,0,B,1510,0,1939,0,47.6415,-122.401
2014,11,842500,1,5,3.5,2980,4500,1.5,0,0,B,2070,1,1921,0,47.6736,-122.323
2014,11,297000,0,3,2.5,1940,14952,2.0,0,0,B,1940,0,1994,0,47.3777,-122.165
2014,5,1050000,1,4,2.5,3030,12590,1.5,0,0,C,3030,0,1988,0,47.5806,-122.193
2014,11,1200000,1,4,3.5,3740,10369,2.0,0,0,B,3360,0,2005,0,47.5285,-122.135
2014,11,1200000,1,4,2.5,3740,8036,2.0,0,0,A,3360,1,1916,0,47.6415,-122.285
2014,6,765000,1,3,2.0,1570,7000,2.0,0,1,C,1050,1,1971,0,47.6061,-122.286
2014,9,559900,1,5,3.0,2200,6380,1.0,0,0,B,1440,1,1987,0,47.7033,-122.322
2014,11,292000,0,4,3.0,2910,7712,1.0,0,0,B,1600,1,1998,0,47.2842,-122.198
2014,11,249950,0,3,2.0,1670,4438,1.0,0,0,B,1670,0,2014,0,47.1948,-121.974
2014,7,215000,0,3,1.0,940,7110,1.0,0,0,B,890,0,1957,0,47.4971,-122.261
2014,10,556000,1,3,2.0,1590,2500,1.5,0,0,C,1190,1,1908,0,47.6668,-122.299
2014,10,553000,1,3,3.0,3160,9072,2.0,0,0,B,3160,0,2005,0,47.5147,-122.177
2014,10,669950,1,5,2.5,2820,14062,2.0,0,0,C,2380,1,1960,0,47.7081,-122.215
2014,9,251000,0,2,1.0,940,7870,1.0,0,0,B,850,0,1949,0,47.7389,-122.326
2014,6,242000,0,3,1.0,1260,8092,1.0,0,0,B,1260,0,1986,0,47.3635,-122.054
2014,7,475000,0,4,2.0,2100,13468,1.0,0,0,A,1050,1,1962,0,47.7139,-122.292
2014,5,525000,1,3,2.5,2970,11985,1.0,0,0,B,1770,1,1995,0,47.6359,-122.052
2014,10,442000,0,2,2.0,940,5535,1.0,0,0,B,860,0,1948,0,47.6901,-122.331
2014,12,261000,0,3,2.0,1350,7686,1.0,0,0,B,1350,0,1987,0,47.3617,-122.052
2014,5,438000,0,3,2.0,1650,12940,1.0,0,0,C,1650,0,1961,0,47.7629,-122.268
2014,6,925000,1,4,2.0,3140,10437,1.0,0,0,C,2040,1,1959,0,47.5786,-122.229
2014,5,499950,0,4,2.5,2860,3345,2.0,0,0,B,2190,1,2004,0,47.7735,-122.158
2014,12,515000,1,3,2.5,2130,41022,2.0,0,0,B,2130,0,1986,0,47.7754,-122.032
2014,9,383000,0,4,2.0,1830,11090,1.0,0,0,B,1060,1,1962,0,47.7333,-122.246
2014,7,582000,1,5,2.5,2780,12335,1.0,0,0,C,1590,1,1968,0,47.5681,-122.128
2014,5,257950,0,3,2.0,1370,5858,1.0,0,0,B,1370,0,1987,0,47.3815,-122.313
2014,10,850000,1,4,3.0,2550,3784,1.5,0,0,C,1750,1,1900,0,47.6559,-122.338
2014,9,250000,0,2,1.0,940,4640,1.0,0,0,B,850,0,1943,0,47.53,-122.351
2014,8,645000,1,3,2.0,2130,4000,2.0,0,0,B,2130,0,1908,0,47.6741,-122.323
2014,7,641000,1,2,1.0,1420,5332,1.0,0,0,B,1070,1,1953,0,47.6694,-122.275
2014,5,613000,1,4,2.0,1550,4815,1.5,0,0,B,1550,0,1909,0,47.667,-122.336
2014,12,400000,0,3,2.5,2580,41022,1.5,0,0,B,2580,0,1946,1986,47.6465,-122.024
2014,9,441500,0,3,2.5,2420,9592,2.0,0,0,B,1780,1,1993,0,47.5093,-122.153
2014,10,779950,1,2,2.5,2680,7625,1.0,0,0,B,2680,0,2002,0,47.7094,-122.024
2014,12,324900,0,4,2.5,2010,7280,2.0,0,0,C,2010,0,1988,0,47.3585,-122.286
2014,8,450000,0,3,1.0,1290,5440,1.0,0,0,C,850,1,1929,0,47.6951,-122.367
2014,10,330000,0,3,2.5,1620,7150,1.0,0,1,C,1280,1,1950,0,47.5048,-122.241
2014,5,575550,1,4,2.5,2060,7475,1.0,0,0,B,1440,1,1985,0,47.7272,-122.105
2014,6,366000,0,3,2.0,1520,8625,1.0,0,0,B,1520,0,1976,0,47.7687,-122.223
2014,5,565000,1,5,3.5,3740,9066,1.0,0,0,B,2070,1,1978,0,47.7302,-122.291
2014,11,490000,0,3,2.0,1560,9247,1.0,0,0,B,1160,1,1989,0,47.6954,-122.174
2014,11,455000,0,3,2.0,1760,11371,1.0,0,0,A,1760,0,1959,0,47.7616,-122.273
2014,7,575000,1,5,2.5,2990,7500,1.0,0,1,B,1800,1,1972,0,47.7707,-122.369
2014,9,555000,1,2,1.0,1160,954,2.0,0,0,B,960,1,2014,0,47.6647,-122.284
2014,7,825000,1,4,2.5,2110,12653,2.0,0,0,C,2110,0,1972,0,47.536,-122.225
2014,5,785000,1,3,3.0,3010,1842,2.0,0,0,B,3010,0,2011,0,47.5836,-121.994
2014,11,395000,0,2,1.5,1010,3060,1.0,0,0,C,1010,0,1918,0,47.6897,-122.354
2014,7,625000,1,2,2.0,1990,4000,1.0,0,0,A,1090,1,1952,0,47.6889,-122.342
2014,7,500000,0,5,3.5,3130,12087,2.0,0,0,B,2180,1,1975,0,47.5336,-122.052
2014,9,350000,0,4,1.0,1010,6000,1.0,-1,0,B,850,1,1925,0,47.5518,-122.383
2014,10,330000,0,2,1.0,940,4000,1.0,0,0,B,850,0,1943,0,47.5487,-122.391
2014,6,474900,0,3,2.5,1800,41022,1.0,0,0,C,1800,0,1976,0,47.7757,-122.132
2014,7,492000,0,2,1.0,1290,6272,1.0,0,0,C,890,1,1922,0,47.6777,-122.305
2014,8,550000,1,3,2.0,1650,3200,1.5,0,0,B,1650,0,1901,0,47.6209,-122.317
2014,10,584000,1,3,2.5,1790,3962,2.0,0,0,B,1790,0,1992,0,47.6894,-122.391
2014,12,535000,1,3,2.5,1850,1499,2.0,0,0,B,1790,1,2005,0,47.6475,-122.396
2014,6,1200000,1,3,3.5,2820,7200,2.0,0,0,C,2460,1,1930,0,47.6298,-122.29
2014,9,615000,1,2,1.5,1210,5000,1.5,0,0,A,1210,0,1907,0,47.6793,-122.397
2014,12,350000,0,3,1.0,1920,6710,1.0,0,0,B,1320,1,1959,0,47.5346,-122.286
2014,8,810000,1,4,1.0,3740,4322,2.0,0,0,B,2940,1,2005,0,47.6136,-122.041
2014,6,950000,1,4,2.5,3360,11548,2.0,0,0,B,3360,0,1988,0,47.6534,-122.182
2014,11,267000,0,3,2.0,1390,6005,2.0,0,0,B,1390,0,2005,0,47.2117,-121.99
2014,10,620000,1,4,2.5,1900,9775,1.0,0,0,A,1900,0,1967,0,47.6856,-122.168
2014,9,319000,0,3,2.5,1800,9597,1.0,0,1,B,1200,1,1963,0,47.4516,-122.267
2014,8,606000,1,4,2.5,2390,8858,1.0,0,0,C,1740,1,1979,0,47.6925,-122.184
2014,12,375000,0,3,3.5,1370,1227,2.0,0,0,B,1370,0,2007,0,47.6964,-122.341
2014,7,750000,1,4,2.0,2520,21834,1.0,1,1,B,1420,1,1960,0,47.4996,-122.378
2014,11,295500,0,4,2.5,2830,7350,1.0,0,0,B,1690,1,1982,0,47.3088,-122.341
2014,6,410000,0,4,2.0,1580,9581,1.0,0,0,B,1580,0,1953,0,47.692,-122.165
2014,6,550000,1,4,2.5,2700,5100,1.0,0,0,C,1440,1,1968,0,47.5331,-122.384
2014,8,300000,0,3,2.5,1330,1200,2.0,0,0,B,1330,0,2002,0,47.7034,-122.344
2014,8,625000,1,4,2.5,3190,27806,2.0,0,0,B,3190,0,1997,0,47.3425,-122.03
2014,10,620000,1,4,2.5,2980,41022,2.0,0,0,B,2980,0,2001,0,47.4575,-121.707
2014,8,230000,0,3,1.0,940,7500,1.0,0,0,B,880,0,1978,0,47.3837,-122.307
2014,11,220000,0,3,1.0,1660,21514,1.0,0,0,C,1660,0,1973,0,47.2159,-121.964
2014,7,638150,1,4,2.5,2170,7275,1.0,0,0,B,1820,1,1978,0,47.5672,-122.09
2014,10,1169000,1,5,2.5,2810,6000,2.0,0,0,B,2810,0,1907,0,47.6367,-122.35
2014,12,429000,0,4,2.5,2650,9301,2.0,0,0,B,2650,0,2001,0,47.3477,-122.271
2014,12,395000,0,2,1.0,940,3121,1.0,0,0,C,870,0,1923,0,47.6659,-122.369
2014,11,290000,0,3,2.5,1650,10336,1.0,0,0,B,1500,1,1962,0,47.7757,-122.35
2014,5,707000,1,4,3.5,3200,7081,2.0,0,0,B,3200,0,2004,0,47.5886,-121.989
2014,9,265000,0,3,1.0,1410,2500,2.0,0,0,B,1410,0,2006,0,47.5132,-122.358
2014,5,560000,1,4,1.0,1660,4690,1.5,0,0,B,1260,1,1945,0,47.6829,-122.378
2014,10,246000,0,4,2.0,1720,7455,1.0,0,0,C,1020,1,1963,0,47.4669,-122.182
2014,12,229000,0,2,1.0,940,5100,1.0,0,0,B,850,0,1955,0,47.7317,-122.343
2014,12,310000,0,3,2.0,1880,30346,1.0,-1,0,B,1880,0,1988,0,47.3515,-122.291
2014,7,300000,0,3,2.5,1960,1585,2.0,0,0,B,1750,1,2003,0,47.5414,-122.288
2014,7,415000,0,3,1.0,1300,7975,1.0,0,0,C,1300,0,1958,0,47.611,-122.122
2014,12,315000,0,3,3.5,1480,983,2.0,0,0,B,1180,1,2013,0,47.5555,-122.363
2014,7,716100,1,3,1.0,1640,4000,1.5,0,0,A,1640,0,1909,0,47.6563,-122.351
2014,8,600000,1,3,2.0,1620,1325,2.0,0,0,B,1430,1,2005,0,47.6498,-122.321
2014,8,412500,0,3,2.0,1530,6300,1.0,0,0,B,1530,0,1942,2004,47.516,-122.375
2014,8,307635,0,3,2.5,1820,4200,2.0,0,0,B,1820,0,2014,0,47.3693,-122.017
2014,10,368500,0,2,2.0,2510,19141,2.0,0,0,B,2510,0,1977,0,47.3103,-122.199
